,name1,name2,Site
6499,oral oral Leptotrichia trevisanii,oral Leptotrichia trevisanii,Gut
6818,oral gut Clostridium sp. CAG:451,gut Clostridium sp. CAG:451,Gut
6819,oral gut Clostridium sp. CAG:524,gut Clostridium sp. CAG:524,Gut
6820,oral gut Clostridium sp. CAG:914,gut Clostridium sp. CAG:914,Gut
6823,oral gut Drancourtella sp. An12 & An57,gut Drancourtella sp. An12 & An57,Gut
6827,oral gut Pseudoflavonifractor sp. An184,gut Pseudoflavonifractor sp. An184,Gut
6874,oral oral Selenomonas sp. oral taxon 892,oral Selenomonas sp. oral taxon 892,Gut
6879,oral oral Veillonella denticariosi,oral Veillonella denticariosi,Gut
6886,oral oral unclassified Propionibacteriales,oral unclassified Propionibacteriales,Gut
6892,oral gut Bacteroides sp. Marseille-P3108 & CAG:633,gut Bacteroides sp. Marseille-P3108 & CAG:633,Gut
6894,oral gut Blautia producta,gut Blautia producta,Gut
6897,oral gut Cloacibacillus evryensis,gut Cloacibacillus evryensis,Gut
6904,oral gut Clostridium sp. CAG:508,gut Clostridium sp. CAG:508,Gut
6911,oral gut Enterobacter cloacae complex 'Hoffmann cluster IV',gut Enterobacter cloacae complex 'Hoffmann cluster IV',Gut
6912,oral gut Eubacterium siraeum,gut Eubacterium siraeum,Gut
6921,oral gut Flavonifractor sp. 2789STDY5834895 & sp. 2789STDY5834937 /  Clostridium sp. 2789STDY5608878,gut Flavonifractor sp. 2789STDY5834895 & sp. 2789STDY5834937 /  Clostridium sp. 2789STDY5608878,Gut
6924,oral gut Intestinimonas massiliensis,gut Intestinimonas massiliensis,Gut
6929,oral gut Peptostreptococcus stomatis,gut Peptostreptococcus stomatis,Gut
6940,oral gut Subdoligranulum sp. CAG:314,gut Subdoligranulum sp. CAG:314,Gut
7359,oral gut Bacteroides cellulosilyticus,gut Bacteroides cellulosilyticus,Gut
7587,oral gut [Staphylococcus] sp. CAG:324,gut [Staphylococcus] sp. CAG:324,Gut
7724,oral gut Enterococcus avium,gut Enterococcus avium,Gut
7729,oral gut Klebsiella michiganensis 2,gut Klebsiella michiganensis 2,Gut
7814,oral gut unclassified Clostridium,gut unclassified Clostridium,Gut
7922,oral gut Hungatella hathewayi 1,gut Hungatella hathewayi 1,Gut
7944,oral gut Streptococcus pasteurianus,gut Streptococcus pasteurianus,Gut
8468,oral gut Clostridium sp. 26_22,gut Clostridium sp. 26_22,Gut
8477,oral gut Flavonifractor sp. An10,gut Flavonifractor sp. An10,Gut
8487,oral gut unclassified Desulfovibrionales,gut unclassified Desulfovibrionales,Gut
8774,oral gut Bacteroides vulgatus,gut Bacteroides vulgatus,Gut
9061,oral gut Anaerofustis stercorihominis,gut Anaerofustis stercorihominis,Gut
9065,oral gut Clostridium sp. 2789STDY5834920,gut Clostridium sp. 2789STDY5834920,Gut
9093,oral gut Coprobacillus cateniformis,gut Coprobacillus cateniformis,Gut
9187,oral gut Bacteroides fragilis 1,gut Bacteroides fragilis 1,Gut
9197,oral gut Coprobacillus sp. 8_1_38FAA / Clostridium sp. 2789STDY5608874,gut Coprobacillus sp. 8_1_38FAA / Clostridium sp. 2789STDY5608874,Gut
9269,oral gut unclassified Marvinbryantia,gut unclassified Marvinbryantia,Gut
9791,oral gut Blautia sp. 2789STDY5834862,gut Blautia sp. 2789STDY5834862,Gut
9980,oral gut Anaeromassilibacillus sp. An172,gut Anaeromassilibacillus sp. An172,Gut
9981,oral gut Neglecta timonensis,gut Neglecta timonensis,Gut
10363,oral gut Massiliomicrobiota sp. An80 & An105 & An134 & An142,gut Massiliomicrobiota sp. An80 & An105 & An134 & An142,Gut
10586,oral gut Intestinibacter bartlettii,gut Intestinibacter bartlettii,Gut
12324,oral gut unclassified Eggerthellaceae,gut unclassified Eggerthellaceae,Gut
15199,oral gut Faecalibacterium prausnitzii 1 (A2-165),gut Faecalibacterium prausnitzii 1 (A2-165),Gut
15306,oral gut Intestinimonas butyriciproducens,gut Intestinimonas butyriciproducens,Gut
15574,oral gut Ruminococcus torques,gut Ruminococcus torques,Gut
15661,oral gut Enterococcus faecium,gut Enterococcus faecium,Gut
15662,oral gut Parvimonas micra,gut Parvimonas micra,Gut
15663,oral gut Peptoniphilus senegalensis,gut Peptoniphilus senegalensis,Gut
17014,oral gut Bacteroidales bacterium 55_9,gut Bacteroidales bacterium 55_9,Gut
17016,oral gut Bacteroides stercorirosoris,gut Bacteroides stercorirosoris,Gut
17041,oral gut Firmicutes bacterium CAG:272,gut Firmicutes bacterium CAG:272,Gut
17053,oral gut Ruminococcus sp. CAG:382,gut Ruminococcus sp. CAG:382,Gut
17060,oral gut unclassified Verrucomicrobia,gut unclassified Verrucomicrobia,Gut
17090,oral gut Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,gut Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,Gut
17503,oral gut Ruminococcaceae bacterium D16,gut Ruminococcaceae bacterium D16,Gut
17779,oral gut Anaerostipes caccae,gut Anaerostipes caccae,Gut
17881,oral gut Clostridium sp. 2789STDY5608793,gut Clostridium sp. 2789STDY5608793,Gut
18237,oral gut Alistipes sp. CAG:514,gut Alistipes sp. CAG:514,Gut
18347,oral gut Anaerococcus obesiensis == vaginalis,gut Anaerococcus obesiensis == vaginalis,Gut
18349,oral gut Blautia hansenii,gut Blautia hansenii,Gut
18350,oral gut Clostridium neonatale,gut Clostridium neonatale,Gut
18355,oral gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,gut Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,Gut
18356,oral gut Faecalicatena contorta,gut Faecalicatena contorta,Gut
18357,oral gut Firmicutes bacterium CAG:345,gut Firmicutes bacterium CAG:345,Gut
18363,oral gut unclassified Niameybacter,gut unclassified Niameybacter,Gut
18423,oral gut Clostridium asparagiforme == lavalense,gut Clostridium asparagiforme == lavalense,Gut
18854,oral gut unclassified Ruminococcus,gut unclassified Ruminococcus,Gut
19680,oral gut Clostridium butyricum,gut Clostridium butyricum,Gut
23450,oral gut Clostridium sp. CAG:221,gut Clostridium sp. CAG:221,Gut
